"","Pts","1stD","TotYd","PassY","RushY","TO","Cmp","PA","Sk","SkYds","QBR","RA","Pnt","PntYds","3DConv","3DAtt","4DConv","4DAtt","ToP"
"18129","31","28","448","295","153","","27","39","1","5","125.5","31","5","186","7","13","0","0","34:09"
"2227","17","26","370","286","84","1","28","42","4","25","84.0","28","5","219","9","16","0","0","39:13"
"3227","23","24","367","308","59","2","33","50","3","35","87.7","15","3","119","5","12","3","3","31:23"
"4227","27","22","344","280","64","1","28","42","6","33","99.3","17","6","296","7","15","0","0","29:21"
"5129","35","17","260","169","91","","19","27","2","10","126.4","24","5","238","7","14","1","1","28:09"
"6227","35","25","342","182","160","1","19","29","4","39","117.3","25","2","97","3","7","1","1","24:54"
"7227","10","14","227","155","72","3","20","37","4","20","39.8","24","6","263","4","17","2","3","27:51"
"8129","17","16","260","79","181","1","12","25","1","8","38.6","24","5","238","4","11","0","0","23:04"
"10227","17","21","311","233","78","","26","38","3","12","84.6","17","3","128","2","9","0","2","23:05"
"11227","23","18","342","182","160","","18","25","3","30","105.7","37","4","160","7","16","1","1","33:53"
"12227","0","16","265","190","75","5","21","36","6","49","38.0","25","5","202","4","13","1","4","29:57"
"13227","28","15","307","227","80","","17","26","4","18","131.4","24","5","241","6","13","1","1","26:24"
"14227","26","16","276","77","199","1","13","22","2","7","47.0","29","4","181","5","12","0","0","26:44"
"15227","27","24","341","256","85","","35","46","1","9","110.4","27","4","191","8","16","2","3","36:17"
"16227","24","24","384","264","120","4","26","45","3","26","69.1","19","2","82","4","11","2","3","26:03"
"17227","0","12","239","126","113","2","17","40","1","4","29.8","24","6","231","4","15","0","4","28:23"
"18227","11","17","256","153","103","4","20","32","4","40","58.5","27","6","269","4","14","1","2","31:47"
"2326","24","16","370","301","69","2","24","37","4","40","105.8","18","4","192","5","13","0","1","26:38"
"3326","29","24","351","253","98","","30","42","4","28","94.6","24","5","259","4","13","0","0","38:08"
"4326","17","19","340","240","100","1","27","45","4","25","89.1","17","5","232","6","14","0","2","30:55"
"5227","22","22","423","282","141","2","22","40","2","16","75.2","32","4","171","11","19","0","1","34:37"
"6326","23","30","521","423","98","3","32","52","4","19","106.5","20","0","0","3","10","2","2","33:20"
"7326","33","26","521","405","116","","25","46","3","20","98.6","21","4","155","4","13","1","2","31:08"
"9227","27","16","359","253","106","1","18","30","3","33","98.3","19","5","214","2","9","0","0","25:50"
"10326","17","22","367","250","117","1","24","43","1","9","88.3","25","5","210","6","13","0","1","32:34"
"11326","31","21","377","182","195","1","19","28","2","17","109.5","25","2","37","4","10","1","2","27:52"
"12326","24","14","359","311","48","","21","30","5","21","125.8","13","6","284","3","11","0","0","25:42"
"13326","17","14","254","172","82","1","17","28","4","26","90.2","19","6","276","2","10","0","1","25:23"
"14326","17","22","325","227","98","","31","50","1","6","79.3","23","7","339","3","14","2","2","32:26"
"15326","34","23","300","162","138","","21","32","4","34","98.7","25","4","169","7","13","0","0","29:11"
"16326","17","19","323","235","88","1","25","42","5","39","65.1","19","5","208","5","14","1","1","29:37"
"17326","44","35","540","413","127","1","37","55","4","29","101.6","20","3","113","5","12","2","2","34:19"
"18326","0","9","175","129","46","1","19","40","3","29","44.7","13","7","317","5","16","1","3","23:06"
"2426","10","13","213","166","47","","18","30","5","37","86.2","22","9","428","2","12","0","0","31:03"
"3426","21","20","335","191","144","2","22","34","2","18","99.0","33","8","381","5","15","0","1","34:06"
"4426","27","16","312","235","77","","17","29","0","0","96.2","23","4","212","2","9","0","0","24:26"
"5326","27","31","491","414","77","2","34","53","1","8","92.8","20","2","83","6","11","0","1","32:21"
"6426","34","24","335","215","120","","22","34","2","23","82.4","29","6","297","3","12","0","0","36:43"
"7425","23","22","447","277","170","3","24","39","1","6","89.4","29","3","155","4","12","0","0","33:04"
"8227","42","22","481","421","60","","25","31","1","8","158.3","23","3","166","6","10","0","0","30:24"
"9326","31","21","374","256","118","","23","33","5","49","122.8","26","3","106","8","13","0","0","33:13"
"10425","11","13","184","139","45","","23","35","3","22","82.9","11","5","188","2","10","0","1","24:09"
"11426","24","23","388","225","163","","17","29","2","8","83.3","27","4","141","4","9","0","0","31:22"
"13426","8","19","198","81","117","1","23","37","5","38","75.4","28","6","223","1","15","1","3","35:16"
"14426","31","19","322","243","79","","21","33","0","0","125.4","26","3","140","7","13","1","1","28:43"
"15426","20","18","341","167","174","1","18","28","4","28","92.4","28","4","161","5","13","2","2","30:24"
"16426","21","12","292","192","100","","16","33","1","11","76.8","24","7","250","5","15","1","3","25:38"
"17426","23","22","383","199","184","3","26","40","3","17","66.6","32","5","234","5","14","0","0","37:32"
"18426","23","25","432","312","120","1","27","55","1","11","71.2","30","5","221","8","20","2","2","34:56"
"2526","43","31","522","364","158","","32","44","0","0","127.5","32","1","40","6","11","1","2","41:16"
"3526","42","26","488","229","259","","18","30","1","11","106.1","35","3","128","6","12","1","1","34:46"
"4526","37","24","369","271","98","","21","32","1","12","123.3","26","1","38","5","11","1","2","31:40"
"5426","30","22","403","315","88","","27","33","1","12","146.0","26","2","81","6","11","1","2","29:38"
"7524","10","13","201","107","94","2","16","35","5","53","29.1","21","7","325","7","17","0","0","31:37"
"8326","35","22","379","283","96","","23","34","0","0","132.4","27","5","207","7","12","0","0","28:54"
"9426","22","24","400","291","109","1","27","41","1","0","110.9","24","1","38","5","11","3","5","32:12"
"10523","34","21","405","294","111","","25","31","1","11","145.8","31","3","154","6","12","1","1","36:30"
"11524","24","16","395","315","80","2","24","34","1","10","106.9","25","5","215","5","13","0","1","31:41"
"12426","31","21","367","301","66","4","27","38","1","10","109.6","18","3","117","4","9","0","1","27:49"
"13525","41","28","393","211","182","","21","29","0","0","132.3","39","2","92","6","11","3","3","37:44"
"14525","30","20","437","288","149","","25","34","2","7","128.1","25","4","194","5","12","1","1","31:39"
"15526","31","26","410","290","120","","26","33","0","0","133.6","31","2","101","8","11","0","0","35:30"
"16526","24","20","291","96","195","","20","29","5","47","84.8","27","6","275","5","12","0","0","29:09"
"17526","40","27","448","214","234","1","21","25","1","17","125.2","37","0","0","4","8","1","2","36:37"
"18526","35","17","316","237","79","1","19","24","1","3","147.4","19","2","87","4","7","0","0","24:32"
"2626","3","14","229","186","43","3","20","35","2","15","48.0","15","4","176","1","10","2","3","25:24"
"3626","35","25","323","227","96","","22","27","3","28","141.3","31","3","140","5","9","0","0","33:25"
"4626","30","21","353","253","100","","23","33","1","8","112.3","25","3","164","5","11","0","1","30:08"
"5526","27","23","367","236","131","1","20","36","3","12","94.2","33","3","138","9","15","0","1","34:41"
"6526","25","21","466","333","133","1","27","39","2","11","101.8","22","2","67","4","11","0","0","33:59"
"7620","24","22","323","169","154","","17","23","3","26","123.3","31","3","168","2","8","1","1","32:17"
"8426","24","19","304","247","57","1","27","35","3","27","124.3","15","3","139","6","12","1","1","27:06"
"9524","24","24","335","184","151","","22","37","1","0","90.4","34","3","154","6","14","2","4","37:35"
"10617","7","19","301","179","122","2","19","34","1","11","68.1","25","4","217","2","12","2","3","31:33"
"11619","17","22","393","287","106","1","23","37","1","5","74.9","32","3","140","7","14","0","1","39:09"
"12523","31","21","467","372","95","","23","33","2","13","146.7","19","2","102","7","11","0","0","28:59"
"13624","36","21","399","307","92","1","28","45","1","0","97.2","32","5","212","7","19","2","2","39:40"
"15626","45","27","439","320","119","","29","37","3","21","138.7","24","4","171","4","10","1","1","35:00"
"16626","31","26","346","250","96","","23","31","3","18","129.8","25","3","146","5","9","0","0","31:10"
"17626","24","19","311","202","109","","24","34","0","0","115.1","24","5","235","3","10","1","1","28:19"
"18626","37","29","481","307","174","","31","42","0","0","109.9","32","2","63","7","13","0","1","38:33"
"1936","30","22","378","256","122","3","24","35","4","16","94.5","27","1","35","8","14","1","2","33:39"
"2726","7","21","338","227","111","2","26","39","4","33","71.2","18","4","179","3","9","0","2","28:37"
"3726","27","26","414","211","203","1","19","25","3","23","127.2","38","2","122","5","9","0","0","37:15"
"4726","14","14","315","248","67","2","27","35","1","7","103.0","25","7","339","6","15","0","0","33:25"
"5625","27","24","443","244","199","2","21","35","1","7","88.3","35","5","210","6","14","1","1","36:49"
"6622","22","22","301","207","94","","25","39","2","15","94.7","20","3","124","4","10","0","1","27:49"
"7715","10","15","278","218","60","1","28","45","4","36","81.5","20","6","244","4","16","1","4","31:12"
"8525","21","16","232","194","38","1","23","35","0","0","99.0","12","5","208","0","6","0","1","22:53"
"9618","17","21","398","190","208","1","19","30","2","13","89.6","31","2","89","6","12","0","2","33:48"
"10711","9","19","389","283","106","3","23","43","1","8","52.8","25","1","31","8","15","1","4","34:42"
"11713","31","20","415","208","207","2","14","20","2","16","143.3","39","4","160","6","13","1","1","35:55"
"12619","17","15","271","215","56","","24","39","1","12","93.4","19","4","189","7","14","0","2","27:32"
"13722","33","19","342","236","106","2","17","25","3","17","104.3","21","2","83","1","7","1","1","24:26"
"14623","28","21","357","182","175","","18","31","0","0","85.7","32","3","134","6","13","1","2","32:28"
"16726","24","27","345","207","138","2","22","30","3","22","89.2","35","1","37","4","9","2","2","37:19"
"17726","26","17","301","222","79","1","24","38","2","16","76.9","25","1","46","2","14","3","5","32:00"
"18723","41","20","315","152","163","","17","27","1","16","90.4","33","3","81","7","12","0","1","34:04"
"19126","16","17","291","188","103","2","17","27","2","17","80.5","28","1","37","4","12","1","2","32:15"
"293","27","15","342","195","147","","14","19","0","0","123.8","36","5","252","5","13","0","0","30:56"
"393","32","23","349","189","160","3","23","30","8","53","86.0","27","6","249","4","13","1","1","30:03"
"493","41","21","428","277","151","","21","29","0","0","136.7","34","3","137","7","13","0","0","31:53"
"593","10","14","313","258","55","2","28","42","2","16","81.3","24","7","363","3","16","1","3","29:27"
"690","14","13","209","82","127","1","11","18","4","31","90.5","28","7","357","4","12","0","0","24:29"
"789","21","22","368","256","112","1","28","42","2","7","81.1","23","5","243","5","13","1","2","30:00"
"889","31","26","375","260","115","4","24","42","4","38","71.5","28","3","148","3","12","0","1","31:22"
"1085","33","18","420","154","266","","11","12","3","27","146.5","36","3","150","8","13","0","0","31:13"
"1189","22","13","280","132","148","","17","27","4","26","87.3","33","8","347","5","16","0","1","33:16"
"1290","13","16","319","225","94","1","20","36","2","8","74.4","30","7","319","3","15","1","1","32:55"
"1393","22","25","415","286","129","2","21","38","1","5","105.8","28","3","119","5","12","0","1","30:32"
"1493","30","15","390","203","187","","11","21","1","8","125.6","36","6","272","8","16","0","0","28:07"
"1593","20","18","412","260","152","2","19","36","1","8","73.8","32","7","315","6","16","0","0","35:02"
"1693","25","21","452","212","240","","16","27","5","23","108.9","31","4","145","5","13","1","3","30:56"
"1793","16","19","408","172","236","2","13","18","3","7","78.9","40","3","143","6","14","0","1","31:30"
"1893","22","18","295","182","113","1","18","28","2","0","82.7","43","5","243","9","20","2","2","39:13"
"2130","7","11","160","95","65","","15","22","2","16","76.9","24","7","313","3","13","2","2","27:07"
"3130","31","16","393","307","86","1","19","31","0","0","113.2","19","3","118","3","10","1","2","20:48"
"4130","33","16","297","89","208","1","14","25","4","30","46.9","32","5","178","4","13","0","0","26:00"
"5130","16","24","378","244","134","","27","39","2","2","94.4","32","4","163","7","15","0","0","36:11"
"6130","30","15","305","112","193","","12","23","2","12","94.8","27","6","276","4","12","0","0","24:26"
"7130","45","29","492","179","313","2","16","27","3","0","103.8","44","3","152","8","13","0","0","35:11"
"8130","25","16","267","200","67","","14","28","4","21","85.4","22","7","316","3","13","0","0","22:58"
"989","25","25","376","209","167","","20","40","2","9","65.5","26","3","131","4","13","2","4","30:09"
"10130","25","30","425","263","162","1","27","39","5","26","85.7","38","3","98","12","17","0","1","40:17"
"12130","16","20","342","159","183","1","19","27","2","7","69.8","34","5","192","3","12","1","1","32:11"
"13130","28","15","304","151","153","","12","18","5","15","111.1","29","6","264","5","12","1","1","26:25"
"14130","24","24","382","170","212","2","18","35","4","21","53.3","30","5","199","9","15","0","0","30:15"
"15130","20","14","275","208","67","1","15","25","5","20","96.7","18","6","270","3","9","0","0","21:19"
"16130","33","29","451","171","280","","17","25","1","3","100.6","40","2","90","4","9","0","1","34:19"
"17130","31","30","589","317","272","","26","39","2","12","117.1","49","4","169","8","18","1","2","40:33"
